text,label
പാർവതിയെ കാണാൻ ഒരുപാട് ആഗ്രഹം തോന്നുന്നു ,6
First comment,6
OMG,6
Watching your videos make me feel to cook the dish with confidence and your recipes are always very special  Nowadays i refer your videos even for simple recipes which i already know to give it a special veena's touch.,4
Veena's curryworld l koodi kure pachakam padichukondirikkuva...thank u veena...unniyappm superrrr,4
"I wish i have that wok also, yummy recipe again",6
ഇ സാരിയിൽ ചേച്ചിയെ കാണാൻ എന്തു സുന്ദരിയാ... ,6
Hii Veena Sugamalle,6
Chechi....naan try cheythu .it was really awesome.,2
Chechi ovenil cake undakunnad detail aayi oru vedio  cheyyamo.enik otg aanu first  cake try cheydu shariyaayila.,7
Hi,6
Variety one veena,3
Never imagined cooking was too fun. Cooking for us became a passion after subscribing ur channel. Lots of love n a million thanks for being a true inspiration to all,5
"Aathu ,stop it ! You're so annoying",6
Happy Onam Mam..!! ,6
"Mam,Daybyday you are getting so young. How it's happening? Yes your lovely narration is quite natural and it tastes like adapradaman.",4
Congrats checheee,6
love you mamm,4
Thank you very much for posting this recipe,1
Sooperb...,3
വീഡിയോ മുഴുവൻ കാണുന്നതിന് മുമ്പേ  മാമിന് ഒരു ഹായ് ,6
എന്താ hair style super,6
യിസ്‌റ് പകരം സോഡാപ്പൊടി ചേർക്കമോ,7
Vere aarkkenkilumokke upakaram aakum..,6
നല്ലൊരു തീയൽ കാണിക്കാമോ?,7
Try this recipe ,6
മരമില്ലെങ്കിൽ മനുഷ്യനും ജീവനും ഉണ്ടാകില്ല..,6
മ്മ്‌ടെ തൃശൂർ മീൻകറി ,6
Ma'am sadhyayile aviyal te recipe cheyyamo?,7
We are trying everything ,6
Njan nale  undakum. ,6
Adipoli....kandaal ariyaam taste,2
Hi veena ..sugamano ,6
Maminta സംസാരവും. കേൾക്കാൻ എനിക് ഇഷ്ടമാണ്,6
ഞാൻ ഇന്ന് chocolate ഉണ്ടാക്കി. Set ആയി. നന്ദി. ഒരു സംശയം. ഫ്രിഡ്ജിൽ നിന്നും പുറത്തേക്കെടുമ്പോൾ melt ആകാതിരിക്കാൻ എന്ത് ചെയ്യണം ? Relatives -ന്റെ അടുത്ത് കൊണ്ടു പോകുമ്പോൾ തന്നെ melt ആകുന്നു. ഒരു solution പറഞ്ഞു തരാമോ?,7
Pinnem first yeeeeeeehhh,6
"Veena, veendum ceramic stove top use cheythu thudangyo?",7
എനിക്ക് ഈ ചാനൽ വെറുതെ ഒരു നേരംപോക്കല്ല എന്റെ ഇന്നലകളെ വീണ്ടും കിട്ടിയ പോലെ മനസ്സിൽ സന്തോഷം തരുന്നതാണ്,4
Hai mam I really enjoyed the place .both the village   n u were a treat to the eyes.,6
will try this one..,6
Even we enjoyed ur trip,6
Hi chechi  love your videos. I've tried most of them it's very tasty. Can you please share some fat free lunch ideas for weight loss?,7
"Theerchayayum.  Undakkam,",6
Ethrayum kaalam oro chavar cooking channels and emotional dramatic scripted Vlogs kandu veruthey ente time kalaju .,4
Happy journey veena.,6
വളരെ നന്നായിട്ടുണ്ട് (cost) പറഞ്ഞില്ല,6
Mam very gorgeous,4
വീണ ചേച്ചി കുഞ്ഞിന് ഉണ്ടാക്കിക്കൊടുക്കാൻ പറ്റിയ കിടു Recipe .thanks Che chi,7
Beautiful experience... ,6
Nice vlog ,3
ആരും അധികം മെനകെട്ടു ചെയ്യാത്ത റെസിപി.. കൊള്ളാം.. great,3
Adipoli  kanan nalla look ndta! !try cheyyata!  thanksta!!keep going veena! Tc!,5
Eni anna nerethepole meeting.,6
Big bossil aayippoyi veenechii,6
ഞാൻ ഓവനിൽ കപ്പലണ്ടി ഉണ്ടാക്കാറുണ്ട്.... ,6
I'm a big fan of u Chechi...thanku so much for your recipes...,5
Lakshmi chechi fans varuuu...,6
YES chettiñad dishes are spicy.....aromatic....& toooooo tantalising ,2
ചേച്ചിയുടെ ജീവിതം  കേട്ടപ്പോൾ സങ്കടം ആയി .Chechi ഇതെല്ലാം തുറന്നു parajallo അതുതന്നെ നല്ല kariyam.chechidy പ്രോബ്ലംസ് കേട്ടപ്പോൾ എന്റ പ്രോബ്ലംസ് ഒന്നും അല്ല എന്ന് തോന്നിപോയി,6
I tried it today ma'am it came out really nice,1
Happy New Year....,6
Looks tempting,6
Cake adipoli,2
Such a beautiful family God bless all of you,6
Love these easy recipes. Thank  you!,5
Chechi made the 1st type upma and was a hit..thank you ,1
Chechi viyanna muthal vangiya things Ellam kanikane.....waiting ,6
Chechi polliyal avide paste apply cheyyaruth. use honey. Chilappo paste reaction indakkum.,6
വീണ വിജയഗാഥ,4
Chaeche pani puri resp idamo plsssss,7
Super... Veena ingane 5minute vannu pokunnath ശെരിയല്ല tto,6
I made the bread it was awesome ,2
Cherupayar muzhuvan aayit itta kuzhappam undo???cherupayar paripp thanne veno?,7
Jan chettande kuzhakkal kondavum bread ithra soft aayadu...lle..?,6
"Kidangara nnanu njn, adipoli nadan tharav kittum  pakshe enikum ammakum tharav istam Alla. Ulump Anu .",6
ഒരു ദിവസം നാടൻ കോഴി കറി കാണിക്കുമോ?,7
Chechii.... Kitchen tour kaanikko... Chechi use cheyyunna cookware set okke?,7
കൊച്ച അടുക്കളയിൽ ചെയ്യുമ്പോൾ   കാണാനും സന്തോഷം ,6
ഹായ് ചേച്ചീ,6
"Hi Chechi, can you please tell me the time and temp in oven",7
Huuuu.... kothi vannittum paadillaa... ,6
Thank you Veena chechi,1
Super mam ,3
Veena Chechi ishtam,4
Chechiii njan cooker egg biriyani undaakki. Nannaayirunnu ellarkum eshtayii.thank you chechiiienik biriyani undakanu pediyaayirunnu eni undakkum. Love u chechikuttyyyy ,1
 will try soon .....,6
"Thank you maam,looks so yummy.",5
Mam non veg appo kazchile,6
Thank you so much. You solved my confusion.leskhmi. Anu you are lucky.,1
കണ്ടിട്ടില്ല.  ഓഫീസിൽ ആണ്.  എന്തായാലും അടിപൊളി aayirikkum.  manga curry പുളി  ഇഞ്ചി  ഉണ്ടാക്കിയിട്ടുണ്ട്.  thanks ചേച്ചി,4
Really beautiful..! Keep it up! All the best,4
പാചകം അറിയാത്തവര്..പാചക ക്ലാസ് എടുക്കുന്നു.,6
Happy new year veenachechi... stay blessed,6
Everything u prepared v nicely. Thank you dear,1
Super.. Will try it tomorrow morning for my son's breakfast,2
Chechi njan try cheydu good ,2
Vada...Koottu curry...katta waiting...,7
Was waiting for this recipe thanks,2
Thanku tomorrow my son birthday,6
"ഇതാണോ വീണേച്ചി കേക്കിന്റെ ബാലപാഠം, നല്ല കിടുക്കൻ കേക്ക്, അത് കട്ട്‌ ചെയ്യണ്ടായിരുന്നു നല്ല ഭംഗി, സൂപ്പർ സൂപ്പർ",6
Thanks Veena ,1
Hii വീണച്ചേച്ചി ജാൻ ചേട്ടാ kuttikals എല്ലാരും അടിച്ചു polikkenallow superb. Portugal ന്റെ ഓരോ ഭാഗങ്ങളും കാണിച്ചു thannathinu thank u ട്ടോ ,6
Doo njan paranja video avidee asvi malayalam,6
You are a great inspiration to all the ladies. Loved the way of  your cooking and presentation.,4
Njn inn oru cake undkn erikuvrunuu,6
Thank u fr ur response...take care of ur health 2..God bless ur family always ,1
Njan undakkum dear.... Super,2
. Pinna മൂത്ത moludem,6
Love your vlogs always,3
Aathu join cheyyunnille ningalude chit chatil?? Stay happy and blessed ,6
Of course it's variety....,6
ചിക്കൻ വേവിക്കുമ്പോൾ ഉപ്പ് ചേർക്കണ്ടേ? ,7
Hi Veena.... My hus fav item... He can eat 10 r more eggs in a sitting.. So much fond f eggs..... ,6
I will make ,6
which mobile camera is good for starting youtube channel.pls tell me,6
Congrats veenechi.. Have a happy and blessed life in new home,6
Will try ,6
Evdeyayalum njanagale marakkunnillallo..... ,6
Adh sathyamaaa Perfect aayi kittumbo endoru sandosham ,2
"Njn duck kazhikarila, vetil cook um cheyarila athukond vlog kann late aayi",6
Lakshmi chechi fans like here,6
Cheechi Tik tokil small episodes poole uplode cheyoo,6
Adipwoliyaayittunde veenechivariety dosa recipes aanu ellaam veenechi,2
Nice recipe chechi..  next time mike adjust cheyyan marakkalle.. aake breathing difficulty pole thonnunnu..,2
കണ്ടപ്പോൾ തന്നെ വായില്‍ വെള്ളം ഊറി. ഞാൻ ഉറപ്പായും try ചെയ്യും,6
Definitely I try madam,4
"super yummy uppuma, thank you mam",5
very good wonderful video. ഇനി കുറേ നാളേക്ക് ഉപ്പ് മാവ് തന്നെ - അനുമോൾ ധൈര്യമായി സംസാരിക്ക് . അമ്മക്ക് അത്ര chance കൊടുക്കണ്ട,3
Chechi nthayalum try cheiyum adipwoliyayindd kaanumbo thanne kothiyavunnu,6
എനിക്കുo തരോ ,6
ഇടയിൽ ടവ്വൽ സാരിപോലെഞൊറിയുന്നത് കാണാൻ രസമായിരുന്നു...,6
Nice Veena,4
"Loved this vlog with Janchettan's commentary, Athu's constant banter and Veena's heartwarming smile. Can't wait for the next part",6
Please do cauliflower curry,7
Veenachechi ariyathae edutha aa last part super ayirunnu..thalamudi okkae othuki pinni vechu ...oru nalla face ayrinnu apol...,6
കിച്ചൺ ഒത്തിരി ഇഷ്ടായി ,6
Fruit salad receipe . Thanks for the trick of adding fresh cream. Normally I'm adding little plain ice cream . ,1
Idheganeyaaa  കാശ്  കിട്ടുന്നദ്  കയ്യിൽ  കിട്ടോ,6
Happy christmas and safe journey veenechy. Thanks for this recipe,6
We got the taste here,6
Super ayitundallo... friday special ethuthanneinshaallh,6
"Chechyyyy, Exam thirakkil anoo",6
പണ്ടേ ചോദിക്കണം എന്ന് വെച്ചതാ...ഈ ബ്ലാക്ക്‌ t ഷർട്ട് പുള്ളീടെ signature shirt ആണോ??? Nice ചേച്ചീ.... all the best,6
Chechy thank you . Chechy soup recipes,5
വീണ ചേച്ചി ,6
Fruit salad loved ma'am. Expecting more such simple yummy deserts ,2
Jaan chettan parayumbothanne kothiyavunnu,6
"Ohhhh, suuper  thanks maam , maminte thavem, kadayim ellam kaanan super .",5
എനിക്ക് മാത്രമാണോ ആദ്യ ഭാഗം mam പതുക്കെ പറയുന്ന പോലെ ഫീൽ ആകുന്നത്?,6
adipoli aayittundutto cake ,2
Wow variety cake. Enthayalum try cheyum. Thanq chechi,1
First hiii chechi.... Chechide recipes ellm undaakki njhn nannaayi Cook chyyn padichu thank u....,5
 Masha allah,6
"അനുവിന് എന്ത് കൊണ്ടുവന്നു, അത് കാണാൻ ആഗ്രഹം ഉള്ളവർ ഇതിലെ വായോ....",6
Sabhavam super a to chechi. Pakshe ente aduthu oven illa. Vangumbol try cheyam.,6
Alfam undakumo Chechii plzzz it try cheyatto ,6
ഇത് നല്ല തലക്കെട്ട് തന്നെയാ . അല്ലാതെ ക്രിസ്മസ് ആയിട്ട് ബ്രാൻഡിഷാപ്പ് വരെ ഒന്ന് പോയാലോ എന്നൊക്കെ തലക്കെട്ടിടുന്നത് എന്ത് കഷ്ടമാ,6
Hi... Amazing milk bread..,2
Veenechi. Waoooo,4
"Thanku so much Chechi for this recipe ....I love Italian & Chinese dishes very much ....so plz do more videos about those dishes ...plz consider ...easy , tasty & healthy ...thanks Chechii ...love u God bless .... Really tasty dish",5
athkond ottastretch nu ellam irunn kaanuanu.with lots of luv _athira,6
Aha.... Great,3
എല്ലാം കഴിക്കണമെന്നുണ്ട്.പൈസ വേണ്ടേ,6
"Dear friend your recipe is so good and yummy, I love it dear. ",5
Sarikyum veenakyu l lac? Apol nisha madulika?veenayude orumasathe varumanamano?,6
outstanding..very helpful receipe....thanks a lot dear..wish u all the happiness...may god bless u ...with love,1
അടിപൊളി ആയിട്ടുണ്ടല്ലോ...  അതിനേക്കാൾ super  sariyanu..  70ന്റീസിലെ  ഹെറോയ്ൻസ് പോലെയുണ്ട്..,4
Thank you veena cheechi for this recipe ,1
സൂപ്പർ ചേച്ചി...ഓരോ വ്ലോഗ് കഴിയുംതോറും ചേച്ചിയോടുള്ള ഇഷ്ടം കൂടി വരുവാണ്,4
"Thank you so much, veena",1
kidu,3
Sameena,6
ഞാൻ അച്ഛന്റെ കൂടെ മുംബയിൽ പോവുമ്പോൾ അച്ഛൻ ഉണ്ടാകാറുള്ള റെസിപ്പി ആണ് ഇത് അവിടെ ഉളള ഓർമ്മകൾ ഫീൽ ചെയ്തു e റെസിപ്പി കണ്ടപ്പൊഴാ,6
 Njan pasta ithu pole undakkiyitund. Pakshe noodles ithu vare white sauce il cheythitilla.  Thank u  veenechi for this easy peasy recipe ... Love u alot,5
